lad19cd,date,cases
E08000011,2020-07-02,6.0
E08000012,2020-07-02,6.0
E08000013,2020-07-02,1.0
E08000014,2020-07-02,4.0
E08000015,2020-07-02,1.0
E08000032,2020-07-02,31.0
E08000033,2020-07-02,2.0
E08000034,2020-07-02,21.0
E06000006,2020-07-03,0.0
E06000007,2020-07-03,2.0
E06000008,2020-07-03,12.0
E06000009,2020-07-03,5.0
E06000049,2020-07-03,0.0
E06000050,2020-07-03,3.0
E07000027,2020-07-03,0.0
E07000029,2020-07-03,1.0
E07000031,2020-07-03,2.0
E07000037,2020-07-03,1.0
E07000117,2020-07-03,0.0
E07000118,2020-07-03,0.0
E07000119,2020-07-03,3.0
E07000120,2020-07-03,1.0
E07000121,2020-07-03,1.0
E07000122,2020-07-03,2.0
E07000123,2020-07-03,1.0
E07000124,2020-07-03,0.0
E07000125,2020-07-03,0.0
E07000126,2020-07-03,0.0
E07000127,2020-07-03,1.0
E07000128,2020-07-03,1.0
E07000163,2020-07-03,0.0
E07000165,2020-07-03,0.0
E07000166,2020-07-03,0.0
E08000001,2020-07-03,2.0
E08000002,2020-07-03,2.0
E08000003,2020-07-03,19.0
E08000004,2020-07-03,5.0
E08000005,2020-07-03,6.0
E08000006,2020-07-03,2.0
E08000007,2020-07-03,5.0
E08000008,2020-07-03,3.0
E08000009,2020-07-03,1.0
E08000010,2020-07-03,1.0
E08000011,2020-07-03,3.0
E08000012,2020-07-03,10.0
E08000013,2020-07-03,1.0
E08000014,2020-07-03,3.0
E08000015,2020-07-03,1.0
E08000032,2020-07-03,31.0
E08000033,2020-07-03,2.0
E08000034,2020-07-03,17.0
E06000006,2020-07-04,0.0
E06000007,2020-07-04,1.0
E06000008,2020-07-04,7.0
E06000009,2020-07-04,1.0
E06000049,2020-07-04,9.0
E06000050,2020-07-04,8.0
E07000027,2020-07-04,0.0
E07000029,2020-07-04,1.0
E07000031,2020-07-04,0.0
E07000037,2020-07-04,2.0
E07000117,2020-07-04,0.0
E07000118,2020-07-04,0.0
E07000119,2020-07-04,0.0
E07000120,2020-07-04,0.0
E07000121,2020-07-04,0.0
E07000122,2020-07-04,1.0
E07000123,2020-07-04,0.0
E07000124,2020-07-04,2.0
E07000125,2020-07-04,0.0
E07000126,2020-07-04,1.0
E07000127,2020-07-04,3.0
E07000128,2020-07-04,1.0
E07000163,2020-07-04,1.0
E07000165,2020-07-04,1.0
E07000166,2020-07-04,0.0
E08000001,2020-07-04,5.0
E08000002,2020-07-04,8.0
E08000003,2020-07-04,21.0
E08000004,2020-07-04,4.0
E08000005,2020-07-04,14.0
E08000006,2020-07-04,4.0
E08000007,2020-07-04,1.0
E08000008,2020-07-04,5.0
E08000009,2020-07-04,1.0
E08000010,2020-07-04,4.0
E08000011,2020-07-04,2.0
E08000012,2020-07-04,7.0
E08000013,2020-07-04,0.0
E08000014,2020-07-04,1.0
E08000015,2020-07-04,3.0
E08000032,2020-07-04,31.0
E08000033,2020-07-04,4.0
E08000034,2020-07-04,22.0
E06000006,2020-07-05,0.0
E06000007,2020-07-05,0.0
E06000008,2020-07-05,3.0
E06000009,2020-07-05,2.0
E06000049,2020-07-05,4.0
E06000050,2020-07-05,6.0
E07000027,2020-07-05,0.0
E07000029,2020-07-05,0.0
E07000031,2020-07-05,0.0
E07000037,2020-07-05,1.0
E07000117,2020-07-05,0.0
E07000118,2020-07-05,0.0
E07000119,2020-07-05,0.0
E07000120,2020-07-05,0.0
E07000121,2020-07-05,0.0
E07000122,2020-07-05,1.0
E07000123,2020-07-05,2.0
E07000124,2020-07-05,2.0
E07000125,2020-07-05,0.0
E07000126,2020-07-05,2.0
E07000127,2020-07-05,1.0
E07000128,2020-07-05,0.0
E07000163,2020-07-05,0.0
E07000165,2020-07-05,0.0
E07000166,2020-07-05,0.0
E08000001,2020-07-05,3.0
E08000002,2020-07-05,1.0
E08000003,2020-07-05,6.0
E08000004,2020-07-05,7.0
E08000005,2020-07-05,20.0
E08000006,2020-07-05,2.0
E08000007,2020-07-05,2.0
E08000008,2020-07-05,4.0
E08000009,2020-07-05,1.0
E08000010,2020-07-05,2.0
E08000011,2020-07-05,1.0
E08000012,2020-07-05,7.0
E08000013,2020-07-05,1.0
E08000014,2020-07-05,2.0
E08000015,2020-07-05,0.0
E08000032,2020-07-05,20.0
E08000033,2020-07-05,5.0
E08000034,2020-07-05,20.0
E06000006,2020-07-06,0.0
E06000007,2020-07-06,1.0
E06000008,2020-07-06,9.0
E06000009,2020-07-06,1.0
E06000049,2020-07-06,1.0
E06000050,2020-07-06,1.0
E07000027,2020-07-06,0.0
E07000029,2020-07-06,2.0
E07000031,2020-07-06,0.0
E07000037,2020-07-06,0.0
E07000117,2020-07-06,1.0
E07000118,2020-07-06,0.0
E07000119,2020-07-06,1.0
E07000120,2020-07-06,0.0
E07000121,2020-07-06,0.0
E07000122,2020-07-06,10.0
E07000123,2020-07-06,3.0
E07000124,2020-07-06,1.0
E07000125,2020-07-06,0.0
E07000126,2020-07-06,2.0
E07000127,2020-07-06,1.0
E07000128,2020-07-06,2.0
E07000163,2020-07-06,0.0
E07000165,2020-07-06,1.0
E07000166,2020-07-06,0.0
E08000001,2020-07-06,13.0
E08000002,2020-07-06,1.0
E08000003,2020-07-06,12.0
E08000004,2020-07-06,7.0
E08000005,2020-07-06,9.0
E08000006,2020-07-06,4.0
E08000007,2020-07-06,2.0
E08000008,2020-07-06,3.0
E08000009,2020-07-06,3.0
E08000010,2020-07-06,0.0
E08000011,2020-07-06,0.0
E08000012,2020-07-06,2.0
E08000013,2020-07-06,1.0
E08000014,2020-07-06,1.0
E08000015,2020-07-06,2.0
E08000032,2020-07-06,25.0
E08000033,2020-07-06,1.0
E08000034,2020-07-06,20.0
E06000006,2020-07-07,1.0
E06000007,2020-07-07,0.0
E06000008,2020-07-07,7.0
E06000009,2020-07-07,1.0
E06000049,2020-07-07,1.0
E06000050,2020-07-07,2.0
E07000027,2020-07-07,0.0
E07000029,2020-07-07,1.0
E07000031,2020-07-07,1.0
E07000037,2020-07-07,1.0
E07000117,2020-07-07,0.0
E07000118,2020-07-07,1.0
E07000119,2020-07-07,0.0
E07000120,2020-07-07,0.0
E07000121,2020-07-07,1.0
E07000122,2020-07-07,11.0
E07000123,2020-07-07,1.0
E07000124,2020-07-07,0.0
E07000125,2020-07-07,0.0
E07000126,2020-07-07,1.0
E07000127,2020-07-07,2.0
E07000128,2020-07-07,0.0
E07000163,2020-07-07,0.0
E07000165,2020-07-07,1.0
E07000166,2020-07-07,0.0
E08000001,2020-07-07,6.0
E08000002,2020-07-07,0.0
E08000003,2020-07-07,5.0
E08000004,2020-07-07,8.0
E08000005,2020-07-07,11.0
E08000006,2020-07-07,2.0
E08000007,2020-07-07,3.0
E08000008,2020-07-07,1.0
E08000009,2020-07-07,1.0
E08000010,2020-07-07,3.0
E08000011,2020-07-07,2.0
E08000012,2020-07-07,4.0
E08000013,2020-07-07,0.0
E08000014,2020-07-07,1.0
E08000015,2020-07-07,3.0
E08000032,2020-07-07,34.0
E08000033,2020-07-07,2.0
E08000034,2020-07-07,13.0
E06000006,2020-07-08,2.0
E06000007,2020-07-08,0.0
E06000008,2020-07-08,13.0
E06000009,2020-07-08,2.0
E06000049,2020-07-08,2.0
E06000050,2020-07-08,5.0
E07000027,2020-07-08,0.0
E07000029,2020-07-08,0.0
E07000031,2020-07-08,0.0
E07000037,2020-07-08,1.0
E07000117,2020-07-08,0.0
E07000118,2020-07-08,0.0
E07000119,2020-07-08,6.0
E07000120,2020-07-08,1.0
E07000121,2020-07-08,0.0
E07000122,2020-07-08,20.0
E07000123,2020-07-08,0.0
E07000124,2020-07-08,0.0
E07000125,2020-07-08,0.0
E07000126,2020-07-08,1.0
E07000127,2020-07-08,0.0
E07000128,2020-07-08,0.0
E07000163,2020-07-08,0.0
E07000165,2020-07-08,1.0
E07000166,2020-07-08,0.0
E08000001,2020-07-08,14.0
E08000002,2020-07-08,2.0
E08000003,2020-07-08,17.0
E08000004,2020-07-08,7.0
E08000005,2020-07-08,10.0
E08000006,2020-07-08,5.0
E08000007,2020-07-08,1.0
E08000008,2020-07-08,1.0
E08000009,2020-07-08,1.0
E08000010,2020-07-08,3.0
E08000011,2020-07-08,0.0
E08000012,2020-07-08,3.0
E08000013,2020-07-08,1.0
E08000014,2020-07-08,0.0
E08000015,2020-07-08,4.0
E08000032,2020-07-08,22.0
E08000033,2020-07-08,12.0
E08000034,2020-07-08,22.0
E06000006,2020-07-09,0.0
E06000007,2020-07-09,0.0
E06000008,2020-07-09,9.0
E06000009,2020-07-09,0.0
E06000049,2020-07-09,2.0
E06000050,2020-07-09,6.0
E07000027,2020-07-09,0.0
E07000029,2020-07-09,0.0
E07000031,2020-07-09,0.0
E07000037,2020-07-09,1.0
E07000117,2020-07-09,2.0
E07000118,2020-07-09,1.0
E07000119,2020-07-09,0.0
E07000120,2020-07-09,1.0
E07000121,2020-07-09,0.0
E07000122,2020-07-09,5.0
E07000123,2020-07-09,2.0
E07000124,2020-07-09,1.0
E07000125,2020-07-09,0.0
E07000126,2020-07-09,0.0
E07000127,2020-07-09,0.0
E07000128,2020-07-09,0.0
E07000163,2020-07-09,0.0
E07000165,2020-07-09,1.0
E07000166,2020-07-09,0.0
E08000001,2020-07-09,9.0
E08000002,2020-07-09,2.0
E08000003,2020-07-09,9.0
E08000004,2020-07-09,6.0
E08000005,2020-07-09,14.0
E08000006,2020-07-09,15.0
E08000007,2020-07-09,0.0
E08000008,2020-07-09,6.0
E08000009,2020-07-09,5.0
E08000010,2020-07-09,2.0
E08000011,2020-07-09,0.0
E08000012,2020-07-09,1.0
E08000013,2020-07-09,0.0
E08000014,2020-07-09,1.0
E08000015,2020-07-09,2.0
E08000032,2020-07-09,33.0
E08000033,2020-07-09,4.0
E08000034,2020-07-09,10.0
E06000006,2020-07-10,1.0
E06000007,2020-07-10,1.0
E06000008,2020-07-10,11.0
E06000009,2020-07-10,3.0
E06000049,2020-07-10,5.0
E06000050,2020-07-10,12.0
E07000027,2020-07-10,0.0
E07000029,2020-07-10,0.0
E07000031,2020-07-10,0.0
E07000037,2020-07-10,0.0
E07000117,2020-07-10,4.0
E07000118,2020-07-10,0.0
E07000119,2020-07-10,0.0
E07000120,2020-07-10,0.0
E07000121,2020-07-10,0.0
E07000122,2020-07-10,5.0
E07000123,2020-07-10,3.0
E07000124,2020-07-10,1.0
E07000125,2020-07-10,3.0
E07000126,2020-07-10,2.0
E07000127,2020-07-10,0.0
E07000128,2020-07-10,1.0
E07000163,2020-07-10,0.0
E07000165,2020-07-10,1.0
E07000166,2020-07-10,0.0
E08000001,2020-07-10,2.0
E08000002,2020-07-10,2.0
E08000003,2020-07-10,9.0
E08000004,2020-07-10,5.0
E08000005,2020-07-10,14.0
E08000006,2020-07-10,4.0
E08000007,2020-07-10,3.0
E08000008,2020-07-10,5.0
E08000009,2020-07-10,1.0
E08000010,2020-07-10,3.0
E08000011,2020-07-10,0.0
E08000012,2020-07-10,4.0
E08000013,2020-07-10,1.0
E08000014,2020-07-10,4.0
E08000015,2020-07-10,4.0
E08000032,2020-07-10,17.0
E08000033,2020-07-10,10.0
E08000034,2020-07-10,28.0
E06000006,2020-07-11,1.0
E06000007,2020-07-11,4.0
E06000008,2020-07-11,15.0
E06000009,2020-07-11,2.0
E06000049,2020-07-11,1.0
E06000050,2020-07-11,7.0
E07000027,2020-07-11,0.0
E07000029,2020-07-11,0.0
E07000031,2020-07-11,0.0
E07000037,2020-07-11,0.0
E07000117,2020-07-11,4.0
E07000118,2020-07-11,0.0
E07000119,2020-07-11,2.0
E07000120,2020-07-11,2.0
E07000121,2020-07-11,1.0
E07000122,2020-07-11,10.0
E07000123,2020-07-11,1.0
E07000124,2020-07-11,0.0
E07000125,2020-07-11,0.0
E07000126,2020-07-11,0.0
E07000127,2020-07-11,1.0
E07000128,2020-07-11,1.0
E07000163,2020-07-11,0.0
E07000165,2020-07-11,2.0
E07000166,2020-07-11,0.0
E08000001,2020-07-11,8.0
E08000002,2020-07-11,0.0
E08000003,2020-07-11,11.0
E08000004,2020-07-11,6.0
E08000005,2020-07-11,6.0
E08000006,2020-07-11,5.0
E08000007,2020-07-11,4.0
E08000008,2020-07-11,3.0
E08000009,2020-07-11,5.0
E08000010,2020-07-11,2.0
E08000011,2020-07-11,2.0
E08000012,2020-07-11,5.0
E08000013,2020-07-11,0.0
E08000014,2020-07-11,2.0
E08000015,2020-07-11,0.0
E08000032,2020-07-11,30.0
E08000033,2020-07-11,10.0
E08000034,2020-07-11,24.0
E06000006,2020-07-12,0.0
E06000007,2020-07-12,0.0
E06000008,2020-07-12,7.0
E06000009,2020-07-12,1.0
E06000049,2020-07-12,1.0
E06000050,2020-07-12,1.0
E07000027,2020-07-12,0.0
E07000029,2020-07-12,0.0
E07000031,2020-07-12,1.0
E07000037,2020-07-12,0.0
E07000117,2020-07-12,0.0
E07000118,2020-07-12,1.0
E07000119,2020-07-12,0.0
E07000120,2020-07-12,0.0
E07000121,2020-07-12,1.0
E07000122,2020-07-12,11.0
E07000123,2020-07-12,3.0
E07000124,2020-07-12,0.0
E07000125,2020-07-12,0.0
E07000126,2020-07-12,1.0
E07000127,2020-07-12,0.0
E07000128,2020-07-12,0.0
E07000163,2020-07-12,0.0
E07000165,2020-07-12,0.0
E07000166,2020-07-12,0.0
E08000001,2020-07-12,9.0
E08000002,2020-07-12,2.0
E08000003,2020-07-12,14.0
E08000004,2020-07-12,2.0
E08000005,2020-07-12,9.0
E08000006,2020-07-12,3.0
E08000007,2020-07-12,1.0
E08000008,2020-07-12,3.0
E08000009,2020-07-12,0.0
E08000010,2020-07-12,1.0
E08000011,2020-07-12,1.0
E08000012,2020-07-12,3.0
E08000013,2020-07-12,0.0
E08000014,2020-07-12,8.0
E08000015,2020-07-12,3.0
E08000032,2020-07-12,21.0
E08000033,2020-07-12,4.0
E08000034,2020-07-12,10.0
E06000006,2020-07-13,1.0
E06000007,2020-07-13,2.0
E06000008,2020-07-13,12.0
E06000009,2020-07-13,1.0
E06000049,2020-07-13,1.0
E06000050,2020-07-13,2.0
E07000027,2020-07-13,0.0
E07000029,2020-07-13,0.0
E07000031,2020-07-13,0.0
E07000037,2020-07-13,0.0
E07000117,2020-07-13,0.0
E07000118,2020-07-13,1.0
E07000119,2020-07-13,1.0
E07000120,2020-07-13,1.0
E07000121,2020-07-13,1.0
E07000122,2020-07-13,4.0
E07000123,2020-07-13,1.0
E07000124,2020-07-13,0.0
E07000125,2020-07-13,0.0
E07000126,2020-07-13,0.0
E07000127,2020-07-13,0.0
E07000128,2020-07-13,0.0
E07000163,2020-07-13,1.0
E07000165,2020-07-13,1.0
E07000166,2020-07-13,1.0
E08000001,2020-07-13,3.0
E08000002,2020-07-13,1.0
E08000003,2020-07-13,10.0
E08000004,2020-07-13,2.0
E08000005,2020-07-13,8.0
E08000006,2020-07-13,0.0
E08000007,2020-07-13,0.0
E08000008,2020-07-13,0.0
E08000009,2020-07-13,0.0
E08000010,2020-07-13,2.0
E08000011,2020-07-13,0.0
E08000012,2020-07-13,5.0
E08000013,2020-07-13,0.0
E08000014,2020-07-13,2.0
E08000015,2020-07-13,0.0
E08000032,2020-07-13,35.0
E08000033,2020-07-13,3.0
E08000034,2020-07-13,7.0
E06000006,2020-07-14,0.0
E06000007,2020-07-14,2.0
E06000008,2020-07-14,13.0
E06000009,2020-07-14,0.0
E06000049,2020-07-14,4.0
E06000050,2020-07-14,1.0
E07000027,2020-07-14,0.0
E07000029,2020-07-14,0.0
E07000031,2020-07-14,1.0
E07000037,2020-07-14,0.0
E07000117,2020-07-14,0.0
E07000118,2020-07-14,0.0
E07000119,2020-07-14,3.0
E07000120,2020-07-14,0.0
E07000121,2020-07-14,0.0
E07000122,2020-07-14,2.0
E07000123,2020-07-14,1.0
E07000124,2020-07-14,0.0
E07000125,2020-07-14,0.0
E07000126,2020-07-14,0.0
E07000127,2020-07-14,0.0
E07000128,2020-07-14,0.0
E07000163,2020-07-14,1.0
E07000165,2020-07-14,1.0
E07000166,2020-07-14,0.0
E08000001,2020-07-14,3.0
E08000002,2020-07-14,2.0
E08000003,2020-07-14,8.0
E08000004,2020-07-14,3.0
E08000005,2020-07-14,10.0
E08000006,2020-07-14,2.0
E08000007,2020-07-14,1.0
E08000008,2020-07-14,0.0
E08000009,2020-07-14,6.0
E08000010,2020-07-14,1.0
E08000011,2020-07-14,1.0
E08000012,2020-07-14,2.0
E08000013,2020-07-14,2.0
E08000014,2020-07-14,0.0
E08000015,2020-07-14,1.0
E08000032,2020-07-14,46.0
E08000033,2020-07-14,4.0
E08000034,2020-07-14,16.0
E06000006,2020-07-15,0.0
E06000007,2020-07-15,0.0
E06000008,2020-07-15,8.0
E06000009,2020-07-15,1.0
E06000049,2020-07-15,3.0
E06000050,2020-07-15,1.0
E07000027,2020-07-15,0.0
E07000029,2020-07-15,0.0
E07000031,2020-07-15,0.0
E07000037,2020-07-15,1.0
E07000117,2020-07-15,2.0
E07000118,2020-07-15,0.0
E07000119,2020-07-15,0.0
E07000120,2020-07-15,1.0
E07000121,2020-07-15,0.0
E07000122,2020-07-15,5.0
E07000123,2020-07-15,1.0
E07000124,2020-07-15,0.0
E07000125,2020-07-15,1.0
E07000126,2020-07-15,1.0
E07000127,2020-07-15,0.0
E07000128,2020-07-15,1.0
E07000163,2020-07-15,0.0
E07000165,2020-07-15,2.0
E07000166,2020-07-15,0.0
E08000001,2020-07-15,8.0
E08000002,2020-07-15,3.0
E08000003,2020-07-15,8.0
E08000004,2020-07-15,5.0
E08000005,2020-07-15,18.0
E08000006,2020-07-15,2.0
E08000007,2020-07-15,5.0
E08000008,2020-07-15,1.0
E08000009,2020-07-15,2.0
E08000010,2020-07-15,5.0
E08000011,2020-07-15,0.0
E08000012,2020-07-15,0.0
E08000013,2020-07-15,0.0
E08000014,2020-07-15,6.0
E08000015,2020-07-15,0.0
E08000032,2020-07-15,31.0
E08000033,2020-07-15,5.0
E08000034,2020-07-15,27.0
E06000006,2020-07-16,0.0
E06000007,2020-07-16,1.0
E06000008,2020-07-16,38.0
E06000009,2020-07-16,0.0
E06000049,2020-07-16,6.0
E06000050,2020-07-16,7.0
E07000027,2020-07-16,0.0
E07000029,2020-07-16,0.0
E07000031,2020-07-16,0.0
E07000037,2020-07-16,0.0
E07000117,2020-07-16,2.0
E07000118,2020-07-16,0.0
E07000119,2020-07-16,2.0
E07000120,2020-07-16,6.0
E07000121,2020-07-16,0.0
E07000122,2020-07-16,2.0
E07000123,2020-07-16,1.0
E07000124,2020-07-16,0.0
E07000125,2020-07-16,2.0
E07000126,2020-07-16,1.0
E07000127,2020-07-16,2.0
E07000128,2020-07-16,1.0
E07000163,2020-07-16,0.0
E07000165,2020-07-16,0.0
E07000166,2020-07-16,1.0
E08000001,2020-07-16,6.0
E08000002,2020-07-16,3.0
E08000003,2020-07-16,17.0
E08000004,2020-07-16,6.0
E08000005,2020-07-16,11.0
E08000006,2020-07-16,4.0
E08000007,2020-07-16,3.0
E08000008,2020-07-16,3.0
E08000009,2020-07-16,4.0
E08000010,2020-07-16,1.0
E08000011,2020-07-16,0.0
E08000012,2020-07-16,1.0
E08000013,2020-07-16,1.0
E08000014,2020-07-16,4.0
E08000015,2020-07-16,0.0
E08000032,2020-07-16,35.0
E08000033,2020-07-16,13.0
E08000034,2020-07-16,27.0
E06000006,2020-07-17,2.0
E06000007,2020-07-17,2.0
E06000008,2020-07-17,31.0
E06000009,2020-07-17,2.0
E06000049,2020-07-17,5.0
E06000050,2020-07-17,4.0
E07000027,2020-07-17,0.0
E07000029,2020-07-17,1.0
E07000031,2020-07-17,2.0
E07000037,2020-07-17,1.0
E07000117,2020-07-17,3.0
E07000118,2020-07-17,0.0
E07000119,2020-07-17,0.0
E07000120,2020-07-17,9.0
E07000121,2020-07-17,0.0
E07000122,2020-07-17,6.0
E07000123,2020-07-17,3.0
E07000124,2020-07-17,0.0
E07000125,2020-07-17,2.0
E07000126,2020-07-17,1.0
E07000127,2020-07-17,1.0
E07000128,2020-07-17,1.0
E07000163,2020-07-17,0.0
E07000165,2020-07-17,1.0
E07000166,2020-07-17,0.0
E08000001,2020-07-17,5.0
E08000002,2020-07-17,3.0
E08000003,2020-07-17,11.0
E08000004,2020-07-17,4.0
E08000005,2020-07-17,25.0
E08000006,2020-07-17,9.0
E08000007,2020-07-17,2.0
E08000008,2020-07-17,5.0
E08000009,2020-07-17,7.0
E08000010,2020-07-17,3.0
E08000011,2020-07-17,1.0
E08000012,2020-07-17,2.0
E08000013,2020-07-17,0.0
E08000014,2020-07-17,2.0
E08000015,2020-07-17,2.0
E08000032,2020-07-17,19.0
E08000033,2020-07-17,5.0
E08000034,2020-07-17,14.0
E06000006,2020-07-18,1.0
E06000007,2020-07-18,3.0
E06000008,2020-07-18,14.0
E06000009,2020-07-18,1.0
E06000049,2020-07-18,1.0
E06000050,2020-07-18,4.0
E07000027,2020-07-18,0.0
E07000029,2020-07-18,0.0
E07000031,2020-07-18,0.0
E07000037,2020-07-18,1.0
E07000117,2020-07-18,2.0
E07000118,2020-07-18,1.0
E07000119,2020-07-18,2.0
E07000120,2020-07-18,4.0
E07000121,2020-07-18,0.0
E07000122,2020-07-18,6.0
E07000123,2020-07-18,3.0
E07000124,2020-07-18,0.0
E07000125,2020-07-18,1.0
E07000126,2020-07-18,0.0
E07000127,2020-07-18,2.0
E07000128,2020-07-18,2.0
E07000163,2020-07-18,1.0
E07000165,2020-07-18,0.0
E07000166,2020-07-18,0.0
E08000001,2020-07-18,5.0
E08000002,2020-07-18,6.0
E08000003,2020-07-18,15.0
E08000004,2020-07-18,7.0
E08000005,2020-07-18,19.0
E08000006,2020-07-18,8.0
E08000007,2020-07-18,7.0
E08000008,2020-07-18,0.0
E08000009,2020-07-18,3.0
E08000010,2020-07-18,1.0
E08000011,2020-07-18,1.0
E08000012,2020-07-18,1.0
E08000013,2020-07-18,0.0
E08000014,2020-07-18,6.0
E08000015,2020-07-18,2.0
E08000032,2020-07-18,35.0
E08000033,2020-07-18,12.0
E08000034,2020-07-18,27.0
E06000006,2020-07-19,0.0
E06000007,2020-07-19,1.0
E06000008,2020-07-19,8.0
E06000009,2020-07-19,1.0
E06000049,2020-07-19,0.0
E06000050,2020-07-19,2.0
E07000027,2020-07-19,0.0
E07000029,2020-07-19,0.0
E07000031,2020-07-19,0.0
E07000037,2020-07-19,1.0
E07000117,2020-07-19,1.0
E07000118,2020-07-19,0.0
E07000119,2020-07-19,1.0
E07000120,2020-07-19,9.0
E07000121,2020-07-19,0.0
E07000122,2020-07-19,4.0
E07000123,2020-07-19,4.0
E07000124,2020-07-19,1.0
E07000125,2020-07-19,0.0
E07000126,2020-07-19,0.0
E07000127,2020-07-19,0.0
E07000128,2020-07-19,0.0
E07000163,2020-07-19,0.0
E07000165,2020-07-19,0.0
E07000166,2020-07-19,0.0
E08000001,2020-07-19,13.0
E08000002,2020-07-19,1.0
E08000003,2020-07-19,11.0
E08000004,2020-07-19,8.0
